venvadmin@Vics-MacBook-Air write-a-book % chmod +x scripts/*.sh     
venvadmin@Vics-MacBook-Air write-a-book % ./scripts/auto_fix_code.sh
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 105,
	"startColumn": 1,
	"endLineNumber": 105,
	"endColumn": 22
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 106,
	"startColumn": 1,
	"endLineNumber": 106,
	"endColumn": 33
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 112,
	"startColumn": 1,
	"endLineNumber": 112,
	"endColumn": 23
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 113,
	"startColumn": 1,
	"endLineNumber": 113,
	"endColumn": 15
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 113,
	"startColumn": 1,
	"endLineNumber": 113,
	"endColumn": 15
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 114,
	"startColumn": 1,
	"endLineNumber": 114,
	"endColumn": 24
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 114,
	"startColumn": 1,
	"endLineNumber": 114,
	"endColumn": 24
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 115,
	"startColumn": 1,
	"endLineNumber": 115,
	"endColumn": 30
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 119,
	"startColumn": 1,
	"endLineNumber": 119,
	"endColumn": 24
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 120,
	"startColumn": 1,
	"endLineNumber": 120,
	"endColumn": 23
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 120,
	"startColumn": 1,
	"endLineNumber": 120,
	"endColumn": 23
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 121,
	"startColumn": 1,
	"endLineNumber": 121,
	"endColumn": 20
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 121,
	"startColumn": 1,
	"endLineNumber": 121,
	"endColumn": 20
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 122,
	"startColumn": 1,
	"endLineNumber": 122,
	"endColumn": 41
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 126,
	"startColumn": 1,
	"endLineNumber": 126,
	"endColumn": 32
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 127,
	"startColumn": 1,
	"endLineNumber": 127,
	"endColumn": 18
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 127,
	"startColumn": 1,
	"endLineNumber": 127,
	"endColumn": 18
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 128,
	"startColumn": 1,
	"endLineNumber": 128,
	"endColumn": 30
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 128,
	"startColumn": 1,
	"endLineNumber": 128,
	"endColumn": 30
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 129,
	"startColumn": 1,
	"endLineNumber": 129,
	"endColumn": 27
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 1,
	"startColumn": 1,
	"endLineNumber": 1,
	"endColumn": 24
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 4,
	"startColumn": 1,
	"endLineNumber": 4,
	"endColumn": 30
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 6,
	"startColumn": 1,
	"endLineNumber": 6,
	"endColumn": 33
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 6,
	"startColumn": 1,
	"endLineNumber": 6,
	"endColumn": 33
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 7,
	"startColumn": 1,
	"endLineNumber": 7,
	"endColumn": 33
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 8,
	"startColumn": 1,
	"endLineNumber": 8,
	"endColumn": 31
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 9,
	"startColumn": 1,
	"endLineNumber": 9,
	"endColumn": 24
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 9,
	"startColumn": 1,
	"endLineNumber": 9,
	"endColumn": 24
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD031",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md031.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD031/blanks-around-fences: Fenced code blocks should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 10,
	"startColumn": 1,
	"endLineNumber": 10,
	"endColumn": 4
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD040",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md040.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD040/fenced-code-language: Fenced code blocks should have a language specified",
	"source": "markdownlint",
	"startLineNumber": 10,
	"startColumn": 1,
	"endLineNumber": 10,
	"endColumn": 4
},{
	"resource": "/Users/admin/cursor/write-a-book/logs/auto_fix.log.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD041",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md041.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD041/first-line-heading/first-line-h1: First line in a file should be a top-level heading",
	"source": "markdownlint",
	"startLineNumber": 1,
	"startColumn": 1,
	"endLineNumber": 1,
	"endColumn": 145
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 3,
	"startColumn": 1,
	"endLineNumber": 3,
	"endColumn": 2
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD025",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md025.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD025/single-title/single-h1: Multiple top-level headings in the same document",
	"source": "markdownlint",
	"startLineNumber": 3,
	"startColumn": 1,
	"endLineNumber": 3,
	"endColumn": 2
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 4,
	"startColumn": 1,
	"endLineNumber": 4,
	"endColumn": 32
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 4,
	"startColumn": 1,
	"endLineNumber": 4,
	"endColumn": 32
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD025",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md025.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD025/single-title/single-h1: Multiple top-level headings in the same document",
	"source": "markdownlint",
	"startLineNumber": 4,
	"startColumn": 1,
	"endLineNumber": 4,
	"endColumn": 32
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD001",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md001.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD001/heading-increment: Heading levels should only increment by one level at a time [Expected: h2; Actual: h3]",
	"source": "markdownlint",
	"startLineNumber": 5,
	"startColumn": 1,
	"endLineNumber": 5,
	"endColumn": 18
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 5,
	"startColumn": 1,
	"endLineNumber": 5,
	"endColumn": 18
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 5,
	"startColumn": 1,
	"endLineNumber": 5,
	"endColumn": 18
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 6,
	"startColumn": 1,
	"endLineNumber": 6,
	"endColumn": 30
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 11,
	"startColumn": 1,
	"endLineNumber": 11,
	"endColumn": 21
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 12,
	"startColumn": 1,
	"endLineNumber": 12,
	"endColumn": 27
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 12,
	"startColumn": 1,
	"endLineNumber": 12,
	"endColumn": 27
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 13,
	"startColumn": 1,
	"endLineNumber": 13,
	"endColumn": 36
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 32,
	"startColumn": 1,
	"endLineNumber": 32,
	"endColumn": 32
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 33,
	"startColumn": 1,
	"endLineNumber": 33,
	"endColumn": 15
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 33,
	"startColumn": 1,
	"endLineNumber": 33,
	"endColumn": 15
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 34,
	"startColumn": 1,
	"endLineNumber": 34,
	"endColumn": 37
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 38,
	"startColumn": 1,
	"endLineNumber": 38,
	"endColumn": 22
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 39,
	"startColumn": 1,
	"endLineNumber": 39,
	"endColumn": 17
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 39,
	"startColumn": 1,
	"endLineNumber": 39,
	"endColumn": 17
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 40,
	"startColumn": 1,
	"endLineNumber": 40,
	"endColumn": 20
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 40,
	"startColumn": 1,
	"endLineNumber": 40,
	"endColumn": 20
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
